user_id,age,gender,country,occupation,experience_years,education_level,preferred_language,preferred_learning_style,learning_goals,performance_trend,average_feedback_score
U0452,26,Male,Canada,Territory Sales Manager,7,PhD,Chinese,Interactive,Master programming,55->58->63,3.48
U0453,46,Prefer not to say,Germany,Account Executive,15,Master's Degree,Spanish,Video,Advance marketing knowledge,55->53->53,3.38
U0454,24,Female,South Korea,Sales Manager,11,Associate Degree,Spanish,Hands-on,Master programming,84->80->80,4.84
U0455,33,Non-binary,Canada,Account Manager,15,PhD,German,Reading,Master programming,89->93->88,3.2
U0456,56,Non-binary,United States,Business Development Representative,12,Bachelor's Degree,Spanish,Video,Understand cybersecurity,79->79->83,4.01
U0457,31,Female,France,Sales Engineer,3,PhD,Korean,Reading,Learn Agile methodologies,86->82->85,3.44
U0458,22,Male,United Kingdom,Sales Engineer,8,Master's Degree,Korean,Reading,Learn project management,88->85->84,3.08
U0459,30,Male,Japan,Pre-Sales Consultant,14,Associate Degree,English,Video,Learn project management,54->57->57,3.07
U0460,29,Prefer not to say,United Kingdom,Pre-Sales Consultant,2,Bachelor's Degree,French,Hands-on,Improve leadership skills,62->60->56,3.35
U0461,41,Non-binary,Australia,Account Manager,1,High School,Spanish,Interactive,Upskill in data science,62->57->56,4.73
U0462,38,Male,Brazil,Pre-Sales Consultant,2,High School,English,Hands-on,Master programming,89->92->91,3.56
U0463,40,Non-binary,Brazil,Pre-Sales Consultant,13,Associate Degree,French,Reading,Master programming,69->65->68,4.9
U0464,31,Male,Canada,Sales Representative,8,Bachelor's Degree,Korean,Video,Understand cybersecurity,69->74->70,4.16
U0465,59,Male,South Korea,Account Executive,12,Master's Degree,French,Video,Upskill in data science,53->56->61,3.87
U0466,28,Female,Germany,Sales Manager,3,Master's Degree,German,Interactive,Understand cybersecurity,82->79->76,4.16
U0467,25,Prefer not to say,Australia,Pre-Sales Consultant,12,Associate Degree,French,Hands-on,Explore machine learning,86->87->84,4.03
U0468,21,Female,Germany,Sales Representative,2,High School,English,Reading,Explore machine learning,64->61->66,4.52
U0469,60,Non-binary,Brazil,Sales Engineer,4,PhD,French,Hands-on,Upskill in data science,62->59->56,3.56
U0470,21,Male,Brazil,Territory Sales Manager,8,PhD,Spanish,Hands-on,Learn project management,66->64->67,3.71
U0471,49,Male,Canada,Territory Sales Manager,2,Bachelor's Degree,Spanish,Interactive,Upskill in data science,71->76->79,4.79
U0472,21,Female,France,Account Manager,12,High School,Spanish,Video,Learn project management,61->60->55,4.89
U0473,46,Non-binary,Germany,Account Manager,8,Master's Degree,Chinese,Reading,Upskill in data science,87->82->81,4.79
U0474,25,Non-binary,India,Account Executive,8,Associate Degree,English,Video,Understand cybersecurity,71->76->76,3.84
U0475,47,Female,United Kingdom,Pre-Sales Consultant,15,PhD,German,Hands-on,Understand cybersecurity,72->73->77,4.56
U0476,59,Female,United States,Sales Engineer,1,Master's Degree,French,Interactive,Learn project management,87->82->78,3.95
U0477,26,Female,France,Sales Engineer,8,Master's Degree,German,Reading,Enhance data visualization,55->59->63,4
U0478,20,Female,France,Sales Manager,10,High School,French,Reading,Learn Agile methodologies,87->87->85,3.41
U0479,55,Female,Japan,Sales Engineer,2,PhD,French,Video,Prepare for certification,79->83->78,4.18
U0480,43,Female,Germany,Customer Success Manager,7,PhD,Spanish,Video,Understand cybersecurity,80->78->83,3.37
U0481,23,Non-binary,United Kingdom,Sales Manager,12,Master's Degree,English,Reading,Learn Agile methodologies,83->84->89,3.66
U0482,53,Prefer not to say,Australia,Account Manager,4,PhD,Korean,Reading,Learn Agile methodologies,61->58->61,4.71
U0483,30,Male,United States,Sales Representative,4,Associate Degree,Spanish,Interactive,Upskill in data science,77->80->83,3.41
U0484,41,Prefer not to say,France,Business Development Representative,13,Master's Degree,Chinese,Hands-on,Learn Agile methodologies,51->55->56,3.14
U0485,37,Non-binary,France,Business Development Representative,8,Bachelor's Degree,German,Reading,Explore machine learning,80->80->77,3.14
U0486,25,Female,Australia,Territory Sales Manager,2,Master's Degree,Spanish,Reading,Master programming,88->93->90,4.88
U0487,52,Prefer not to say,Germany,Customer Success Manager,14,Bachelor's Degree,English,Video,Prepare for certification,83->84->89,4.01
U0488,30,Prefer not to say,Brazil,Territory Sales Manager,3,High School,German,Hands-on,Understand cybersecurity,66->66->64,3.82
U0489,37,Prefer not to say,Australia,Customer Success Manager,2,Bachelor's Degree,French,Hands-on,Prepare for certification,57->61->62,4.62
U0490,48,Prefer not to say,United Kingdom,Sales Representative,0,High School,German,Interactive,Master programming,82->79->74,4.67
U0491,27,Prefer not to say,United Kingdom,Account Manager,2,Bachelor's Degree,German,Hands-on,Learn project management,61->60->57,3.66
U0492,28,Non-binary,France,Sales Manager,6,Bachelor's Degree,French,Interactive,Enhance data visualization,74->75->78,4.39
U0493,23,Non-binary,India,Account Executive,1,High School,French,Video,Prepare for certification,50->48->46,4.54
U0494,39,Male,United States,Sales Representative,10,Associate Degree,Chinese,Interactive,Master programming,83->84->85,4.31
U0495,51,Male,Australia,Sales Manager,8,Master's Degree,English,Reading,Advance marketing knowledge,87->84->85,3.3
U0496,22,Prefer not to say,Brazil,Account Manager,12,Associate Degree,Chinese,Interactive,Upskill in data science,90->90->88,4.75
U0497,45,Non-binary,Japan,Sales Representative,3,PhD,French,Interactive,Learn Agile methodologies,72->73->75,4.08
U0498,60,Female,France,Sales Manager,1,Associate Degree,English,Reading,Master programming,63->66->64,3.56
U0499,21,Prefer not to say,Brazil,Account Executive,10,PhD,Korean,Video,Learn project management,74->71->72,3.85
U0500,36,Female,Japan,Customer Success Manager,15,PhD,Spanish,Reading,Understand cybersecurity,50->52->55,3.08
U0501,59,Male,Brazil,Inside Sales Specialist,2,PhD,French,Video,Explore machine learning,82->78->80,3.26
U0502,50,Non-binary,Australia,Sales Representative,8,Bachelor's Degree,English,Reading,Explore machine learning,60->60->58,4.53
U0503,26,Prefer not to say,Germany,Sales Engineer,5,PhD,French,Interactive,Learn Agile methodologies,71->76->80,3
U0504,50,Non-binary,Brazil,Sales Representative,11,Master's Degree,Spanish,Video,Enhance data visualization,51->51->51,3.83
U0505,39,Non-binary,United Kingdom,Sales Engineer,9,Associate Degree,Chinese,Hands-on,Enhance data visualization,56->56->57,4.05
U0506,56,Female,Canada,Customer Success Manager,8,PhD,English,Hands-on,Understand cybersecurity,65->64->60,3.11
U0507,42,Female,Australia,Sales Representative,14,High School,English,Video,Improve leadership skills,57->57->62,4.95
U0508,36,Prefer not to say,Brazil,Customer Success Manager,9,PhD,Spanish,Interactive,Improve leadership skills,66->69->71,3.45
U0509,28,Female,Australia,Customer Success Manager,10,Master's Degree,Spanish,Video,Advance marketing knowledge,71->70->75,3.61
U0510,60,Prefer not to say,Germany,Account Manager,10,Bachelor's Degree,Chinese,Interactive,Explore machine learning,70->67->65,3.61
U0511,29,Non-binary,Australia,Customer Success Manager,0,PhD,Spanish,Hands-on,Explore machine learning,69->71->71,3.46
U0512,52,Male,India,Customer Success Manager,4,PhD,Spanish,Video,Advance marketing knowledge,76->73->71,3
U0513,33,Non-binary,Brazil,Pre-Sales Consultant,0,Master's Degree,English,Reading,Understand cybersecurity,87->89->94,4.46
U0514,26,Non-binary,Brazil,Account Manager,15,Associate Degree,Spanish,Video,Learn Agile methodologies,72->72->76,4.93
U0515,41,Male,France,Sales Representative,15,Bachelor's Degree,Spanish,Hands-on,Upskill in data science,57->59->54,3.45
U0516,32,Prefer not to say,United States,Sales Engineer,14,Bachelor's Degree,German,Video,Upskill in data science,56->58->53,4.33
U0517,44,Prefer not to say,Japan,Business Development Representative,8,PhD,English,Hands-on,Learn Agile methodologies,77->81->78,4.48
U0518,53,Non-binary,Australia,Account Manager,12,Associate Degree,English,Reading,Explore machine learning,65->70->73,4.7
U0519,57,Prefer not to say,Brazil,Sales Representative,7,Bachelor's Degree,Korean,Hands-on,Enhance data visualization,65->65->70,3.85
U0520,42,Prefer not to say,South Korea,Business Development Representative,14,Associate Degree,Korean,Interactive,Prepare for certification,55->53->51,3.61
U0521,42,Male,United Kingdom,Sales Engineer,2,Bachelor's Degree,Korean,Video,Explore machine learning,79->78->75,3.65
U0522,51,Non-binary,Japan,Account Executive,12,Associate Degree,Spanish,Hands-on,Explore machine learning,76->78->74,4.43
U0523,37,Male,United Kingdom,Sales Manager,0,High School,Chinese,Interactive,Master programming,90->91->91,4.63
U0524,55,Female,India,Pre-Sales Consultant,5,Bachelor's Degree,Korean,Hands-on,Advance marketing knowledge,80->84->83,3.36
U0525,24,Female,France,Account Executive,12,Master's Degree,German,Video,Improve leadership skills,58->63->60,3.74
U0526,32,Female,United States,Business Development Representative,5,Bachelor's Degree,Korean,Hands-on,Improve leadership skills,56->60->62,4.8
U0527,54,Female,Australia,Territory Sales Manager,9,Master's Degree,Spanish,Hands-on,Prepare for certification,90->95->94,4.61
U0528,44,Non-binary,United Kingdom,Account Executive,10,Bachelor's Degree,Spanish,Video,Improve leadership skills,83->79->82,4.97
U0529,41,Male,United Kingdom,Territory Sales Manager,6,PhD,English,Reading,Learn project management,53->51->54,4.51
U0530,54,Male,Japan,Business Development Representative,13,PhD,Spanish,Video,Learn Agile methodologies,67->69->65,3.79
U0531,36,Prefer not to say,Canada,Sales Representative,2,Bachelor's Degree,French,Interactive,Advance marketing knowledge,65->65->64,4.18
U0532,23,Male,United States,Business Development Representative,5,PhD,Korean,Hands-on,Upskill in data science,62->57->60,4.32
U0533,50,Prefer not to say,Germany,Sales Engineer,1,PhD,English,Hands-on,Enhance data visualization,77->73->76,3.16
U0534,35,Prefer not to say,India,Account Manager,11,High School,Chinese,Hands-on,Enhance data visualization,54->59->60,4.09
U0535,31,Male,Brazil,Sales Engineer,9,PhD,German,Hands-on,Learn Agile methodologies,53->58->57,4.42
U0536,26,Prefer not to say,Japan,Inside Sales Specialist,7,Associate Degree,Chinese,Reading,Master programming,75->74->78,3.33
U0537,47,Prefer not to say,Germany,Sales Engineer,2,Master's Degree,English,Reading,Advance marketing knowledge,88->93->88,4.56
U0538,44,Non-binary,Japan,Account Manager,15,High School,Korean,Reading,Learn project management,71->76->72,4.17
U0539,58,Prefer not to say,South Korea,Business Development Representative,2,Bachelor's Degree,German,Video,Advance marketing knowledge,75->78->75,4.9
U0540,57,Prefer not to say,Brazil,Account Manager,8,Associate Degree,English,Reading,Advance marketing knowledge,54->58->56,3.08
U0541,60,Prefer not to say,Canada,Sales Manager,10,Associate Degree,Chinese,Video,Learn project management,61->57->58,3.53
U0542,56,Male,France,Sales Representative,14,Bachelor's Degree,Spanish,Video,Learn project management,88->86->84,4.2
U0543,43,Female,France,Territory Sales Manager,6,PhD,French,Video,Upskill in data science,76->76->78,3.59
U0544,35,Non-binary,United States,Pre-Sales Consultant,10,Bachelor's Degree,Chinese,Interactive,Master programming,57->52->49,4.43
U0545,25,Non-binary,South Korea,Pre-Sales Consultant,2,Associate Degree,German,Interactive,Advance marketing knowledge,55->59->59,4.52
U0546,43,Prefer not to say,Japan,Territory Sales Manager,7,Bachelor's Degree,German,Hands-on,Improve leadership skills,81->83->79,3.21
U0547,51,Male,United Kingdom,Sales Engineer,13,PhD,Chinese,Video,Explore machine learning,69->65->62,4.03
U0548,36,Prefer not to say,South Korea,Business Development Representative,12,Bachelor's Degree,German,Interactive,Learn Agile methodologies,87->87->85,4.02
U0549,35,Prefer not to say,India,Account Executive,3,PhD,Chinese,Hands-on,Enhance data visualization,79->84->85,3.74
U0550,23,Male,India,Pre-Sales Consultant,9,Bachelor's Degree,French,Hands-on,Advance marketing knowledge,55->60->62,4.87
U0551,35,Male,United Kingdom,Business Development Representative,8,PhD,Chinese,Hands-on,Master programming,81->80->80,4.66
U0552,27,Male,Germany,Account Executive,1,PhD,Spanish,Hands-on,Advance marketing knowledge,57->60->56,4.39
U0553,42,Prefer not to say,South Korea,Sales Manager,9,Associate Degree,Chinese,Video,Enhance data visualization,88->92->92,4.43
U0554,57,Non-binary,Brazil,Inside Sales Specialist,3,High School,English,Video,Enhance data visualization,86->88->89,3.92
U0555,39,Prefer not to say,Australia,Account Executive,11,Master's Degree,Spanish,Hands-on,Learn project management,82->86->88,4.84
U0556,29,Female,India,Account Executive,6,Bachelor's Degree,German,Reading,Prepare for certification,51->49->53,4.39
U0557,20,Non-binary,India,Account Manager,11,Master's Degree,English,Hands-on,Understand cybersecurity,87->91->88,4.46
U0558,46,Male,United Kingdom,Sales Engineer,13,PhD,Chinese,Video,Explore machine learning,78->80->82,4.72
U0559,48,Non-binary,Brazil,Business Development Representative,6,PhD,German,Hands-on,Learn project management,74->72->74,3.55
U0560,49,Female,Brazil,Customer Success Manager,2,High School,Chinese,Interactive,Master programming,57->54->57,4.61
U0561,58,Prefer not to say,Canada,Account Manager,1,Master's Degree,German,Interactive,Prepare for certification,62->59->57,3.39
U0562,32,Female,South Korea,Sales Engineer,6,PhD,German,Interactive,Prepare for certification,67->68->63,3.69
U0563,45,Male,India,Business Development Representative,7,High School,Chinese,Reading,Learn project management,62->62->64,3.67
U0564,54,Prefer not to say,Australia,Pre-Sales Consultant,9,High School,Korean,Reading,Advance marketing knowledge,80->75->70,4.96
U0565,44,Non-binary,Germany,Sales Representative,10,Bachelor's Degree,German,Hands-on,Master programming,65->61->57,4.71
U0566,57,Male,Germany,Sales Manager,11,Bachelor's Degree,Korean,Video,Master programming,65->67->68,4.4
U0567,39,Female,Australia,Account Executive,0,Master's Degree,German,Hands-on,Learn Agile methodologies,83->88->90,4.45
U0568,54,Prefer not to say,South Korea,Account Executive,1,Associate Degree,French,Interactive,Learn project management,57->55->51,4.12
U0569,50,Male,United States,Customer Success Manager,10,PhD,Chinese,Hands-on,Advance marketing knowledge,87->91->96,4.89
U0570,28,Prefer not to say,Japan,Account Manager,15,Associate Degree,German,Hands-on,Advance marketing knowledge,54->53->50,3.99
U0571,39,Non-binary,India,Account Manager,3,Master's Degree,French,Hands-on,Prepare for certification,69->65->66,3.76
U0572,20,Female,United Kingdom,Account Manager,0,Master's Degree,English,Video,Master programming,55->50->47,3.33
U0573,53,Prefer not to say,Germany,Customer Success Manager,2,Associate Degree,English,Interactive,Learn project management,50->46->48,4.57
U0574,43,Non-binary,Australia,Territory Sales Manager,12,Bachelor's Degree,German,Hands-on,Explore machine learning,58->63->59,4.47
U0575,23,Non-binary,India,Pre-Sales Consultant,14,Bachelor's Degree,French,Video,Improve leadership skills,72->69->70,3.77
U0576,56,Prefer not to say,Germany,Sales Representative,1,Associate Degree,French,Hands-on,Upskill in data science,80->83->83,3.05
U0577,38,Female,United Kingdom,Account Manager,11,PhD,Chinese,Interactive,Advance marketing knowledge,85->83->84,4.68
U0578,54,Male,India,Sales Engineer,2,Bachelor's Degree,Spanish,Hands-on,Explore machine learning,59->57->54,3.02
U0579,45,Prefer not to say,United States,Territory Sales Manager,10,PhD,French,Video,Explore machine learning,90->92->87,4.41
U0580,26,Non-binary,South Korea,Sales Representative,13,Master's Degree,German,Hands-on,Learn project management,51->55->52,4.94
U0581,42,Male,Japan,Sales Engineer,3,PhD,Korean,Reading,Learn project management,65->63->60,3.88
U0582,56,Prefer not to say,South Korea,Territory Sales Manager,6,Master's Degree,German,Reading,Learn Agile methodologies,60->64->60,3.47
U0583,41,Non-binary,Australia,Customer Success Manager,2,Master's Degree,Korean,Hands-on,Improve leadership skills,68->72->69,4.41
U0584,21,Prefer not to say,Australia,Account Executive,9,High School,Spanish,Interactive,Prepare for certification,85->87->85,4.63
U0585,57,Prefer not to say,Canada,Pre-Sales Consultant,11,PhD,English,Interactive,Improve leadership skills,61->60->65,4.09
U0586,56,Prefer not to say,Brazil,Inside Sales Specialist,13,Master's Degree,Chinese,Interactive,Prepare for certification,69->67->72,4.93
U0587,39,Female,Australia,Sales Manager,14,PhD,Chinese,Interactive,Explore machine learning,74->74->76,3.1
U0588,27,Non-binary,India,Customer Success Manager,9,Associate Degree,German,Video,Learn project management,89->93->88,4.01
U0589,34,Non-binary,France,Account Manager,9,Associate Degree,Spanish,Hands-on,Explore machine learning,76->71->76,4.44
U0590,21,Male,Japan,Inside Sales Specialist,2,Master's Degree,French,Reading,Enhance data visualization,64->66->67,4.73
U0591,28,Non-binary,Canada,Customer Success Manager,4,Associate Degree,Spanish,Reading,Explore machine learning,59->54->52,3.36
U0592,46,Female,South Korea,Inside Sales Specialist,2,Bachelor's Degree,French,Video,Improve leadership skills,71->68->70,4.6
U0593,35,Male,United States,Inside Sales Specialist,5,Associate Degree,Chinese,Reading,Improve leadership skills,66->68->68,4.11
U0594,46,Male,South Korea,Account Manager,8,Associate Degree,German,Interactive,Advance marketing knowledge,71->75->78,3.79
U0595,37,Prefer not to say,Germany,Account Executive,7,Bachelor's Degree,German,Hands-on,Understand cybersecurity,80->82->78,3.26
U0596,42,Female,Japan,Sales Engineer,5,Associate Degree,Chinese,Interactive,Prepare for certification,79->77->78,4.73
U0597,40,Male,South Korea,Pre-Sales Consultant,4,PhD,German,Video,Explore machine learning,52->57->52,3.31
U0598,47,Non-binary,Brazil,Sales Representative,9,Bachelor's Degree,Korean,Hands-on,Learn Agile methodologies,81->79->79,3.62
U0599,40,Non-binary,South Korea,Business Development Representative,5,Associate Degree,English,Hands-on,Explore machine learning,81->85->82,3.58
U0600,23,Prefer not to say,Brazil,Customer Success Manager,8,PhD,Korean,Interactive,Prepare for certification,64->69->73,4.74
U0601,45,Male,Germany,Sales Manager,6,PhD,Korean,Reading,Learn project management,82->84->87,4.35
U0602,34,Non-binary,Brazil,Account Manager,3,Associate Degree,Korean,Video,Enhance data visualization,64->63->63,4.59
U0603,35,Female,South Korea,Sales Representative,13,Bachelor's Degree,English,Interactive,Learn project management,68->70->69,3.5
U0604,21,Non-binary,United Kingdom,Territory Sales Manager,14,Associate Degree,English,Interactive,Advance marketing knowledge,72->67->67,4.25
U0605,24,Prefer not to say,South Korea,Account Executive,4,Bachelor's Degree,English,Video,Enhance data visualization,55->55->55,4.14
U0606,40,Prefer not to say,South Korea,Inside Sales Specialist,8,High School,Spanish,Interactive,Learn project management,69->69->70,4.67
U0607,39,Male,United States,Pre-Sales Consultant,5,Bachelor's Degree,Spanish,Video,Learn project management,70->68->71,4.81
U0608,22,Prefer not to say,France,Sales Engineer,2,Associate Degree,French,Reading,Upskill in data science,72->70->69,3.02
U0609,59,Non-binary,United States,Account Executive,15,High School,Spanish,Hands-on,Master programming,72->74->70,4.35
U0610,45,Prefer not to say,United Kingdom,Sales Representative,4,Bachelor's Degree,Chinese,Interactive,Upskill in data science,77->73->74,3.1
U0611,28,Male,France,Account Manager,13,Associate Degree,Spanish,Interactive,Upskill in data science,50->52->53,4.1
U0612,24,Non-binary,South Korea,Sales Representative,1,Bachelor's Degree,German,Hands-on,Learn Agile methodologies,72->77->82,3.58
U0613,46,Prefer not to say,Brazil,Account Manager,9,Associate Degree,French,Interactive,Understand cybersecurity,51->54->49,3.61
U0614,57,Male,United States,Sales Manager,9,Master's Degree,French,Video,Upskill in data science,63->67->64,3.71
U0615,51,Male,France,Sales Manager,1,Bachelor's Degree,Chinese,Video,Understand cybersecurity,65->68->71,4.24
U0616,27,Prefer not to say,France,Customer Success Manager,11,High School,German,Reading,Understand cybersecurity,88->83->83,3.67
U0617,60,Male,Japan,Sales Manager,12,PhD,German,Interactive,Understand cybersecurity,80->77->80,4.47
U0618,22,Male,Brazil,Pre-Sales Consultant,15,Associate Degree,English,Video,Prepare for certification,78->75->80,3.81
U0619,32,Prefer not to say,United Kingdom,Territory Sales Manager,9,High School,Chinese,Interactive,Upskill in data science,84->82->77,3.14
U0620,45,Prefer not to say,France,Territory Sales Manager,11,High School,French,Reading,Master programming,68->72->75,4.57
U0621,33,Prefer not to say,Brazil,Sales Manager,8,Master's Degree,Chinese,Reading,Explore machine learning,52->53->54,3.57
U0622,53,Prefer not to say,Brazil,Account Manager,10,Master's Degree,English,Video,Understand cybersecurity,69->69->70,3.87
U0623,22,Non-binary,Japan,Customer Success Manager,12,Associate Degree,Spanish,Interactive,Improve leadership skills,82->77->82,4.37
U0624,48,Female,Japan,Sales Representative,0,High School,Korean,Reading,Learn Agile methodologies,72->73->73,3.66
U0625,33,Female,Brazil,Customer Success Manager,15,Associate Degree,English,Interactive,Improve leadership skills,74->76->79,3.11
U0626,50,Male,Japan,Sales Manager,13,High School,Spanish,Reading,Learn Agile methodologies,80->85->82,3.75
U0627,20,Male,Canada,Business Development Representative,1,Associate Degree,Spanish,Reading,Master programming,70->65->70,4.89
U0628,23,Non-binary,Germany,Customer Success Manager,1,PhD,German,Interactive,Explore machine learning,81->82->87,4.28
U0629,49,Female,France,Account Executive,4,Bachelor's Degree,Chinese,Video,Understand cybersecurity,63->58->56,4.34
U0630,38,Female,France,Sales Manager,1,High School,English,Video,Prepare for certification,64->64->61,4.26
U0631,59,Non-binary,Japan,Pre-Sales Consultant,0,Master's Degree,French,Reading,Improve leadership skills,78->82->86,3.4
U0632,46,Non-binary,Germany,Sales Representative,12,Associate Degree,German,Hands-on,Advance marketing knowledge,72->68->71,3.84
U0633,58,Prefer not to say,Canada,Sales Representative,4,Master's Degree,Spanish,Hands-on,Upskill in data science,50->47->44,4.5
U0634,35,Male,Canada,Inside Sales Specialist,1,Bachelor's Degree,Chinese,Hands-on,Enhance data visualization,56->53->53,3.2
U0635,25,Non-binary,France,Sales Representative,1,Bachelor's Degree,English,Interactive,Learn Agile methodologies,50->50->46,3.56
U0636,46,Prefer not to say,India,Business Development Representative,3,Associate Degree,Korean,Interactive,Enhance data visualization,83->86->85,3.55
U0637,37,Prefer not to say,Japan,Customer Success Manager,12,Associate Degree,Chinese,Video,Master programming,58->60->61,3.86
U0638,59,Non-binary,France,Pre-Sales Consultant,9,Bachelor's Degree,Spanish,Interactive,Upskill in data science,59->56->55,4.96
U0639,55,Female,Germany,Sales Engineer,12,Associate Degree,French,Video,Advance marketing knowledge,79->77->79,3.14
U0640,24,Non-binary,Australia,Account Manager,2,High School,German,Video,Learn project management,74->79->80,4.04
U0641,60,Male,Germany,Account Executive,7,PhD,Chinese,Video,Understand cybersecurity,55->50->49,3.36
U0642,49,Male,France,Business Development Representative,3,High School,German,Interactive,Master programming,74->79->84,4.94
U0643,58,Female,Germany,Sales Representative,13,PhD,German,Interactive,Prepare for certification,54->49->47,3.23
U0644,36,Male,Germany,Business Development Representative,2,PhD,English,Video,Learn Agile methodologies,90->86->85,3.81
U0645,20,Non-binary,United States,Business Development Representative,7,Associate Degree,Spanish,Video,Enhance data visualization,87->92->87,4.48
U0646,39,Non-binary,Brazil,Business Development Representative,11,Master's Degree,English,Reading,Upskill in data science,74->76->72,4.41
U0647,38,Prefer not to say,France,Sales Engineer,0,Associate Degree,English,Reading,Master programming,74->73->73,3.85
U0648,50,Female,Canada,Territory Sales Manager,15,PhD,Spanish,Video,Enhance data visualization,67->62->60,3.69
U0649,33,Prefer not to say,Germany,Inside Sales Specialist,14,High School,German,Interactive,Advance marketing knowledge,88->84->82,3.8
U0650,45,Non-binary,United States,Inside Sales Specialist,12,Bachelor's Degree,English,Video,Understand cybersecurity,51->49->46,3.53
U0651,47,Prefer not to say,Australia,Account Executive,1,Bachelor's Degree,Chinese,Hands-on,Advance marketing knowledge,55->60->55,3.41
U0652,25,Male,France,Customer Success Manager,10,Bachelor's Degree,Chinese,Video,Learn project management,70->68->69,3.97
U0653,22,Prefer not to say,Germany,Inside Sales Specialist,8,Master's Degree,Spanish,Hands-on,Enhance data visualization,88->87->90,3.54
U0654,44,Non-binary,France,Sales Engineer,2,Master's Degree,English,Interactive,Understand cybersecurity,56->51->46,3.57
U0655,49,Prefer not to say,South Korea,Pre-Sales Consultant,14,Master's Degree,Korean,Hands-on,Master programming,86->85->89,4.31
U0656,32,Female,South Korea,Sales Engineer,3,High School,English,Hands-on,Improve leadership skills,86->87->82,4.94
U0657,22,Non-binary,Japan,Pre-Sales Consultant,2,Bachelor's Degree,Spanish,Reading,Improve leadership skills,72->72->76,4.21
U0658,47,Prefer not to say,Germany,Sales Manager,7,PhD,Spanish,Hands-on,Master programming,73->70->68,3.15
U0659,56,Male,Brazil,Business Development Representative,0,Associate Degree,French,Interactive,Master programming,65->60->55,3.15
U0660,39,Female,India,Inside Sales Specialist,11,Associate Degree,French,Hands-on,Improve leadership skills,89->91->96,4.9
U0661,49,Female,United States,Account Manager,9,Master's Degree,French,Interactive,Prepare for certification,82->84->81,3.59
U0662,32,Non-binary,France,Inside Sales Specialist,10,Associate Degree,German,Interactive,Enhance data visualization,74->77->79,3.18
U0663,25,Non-binary,United States,Account Manager,8,PhD,Korean,Video,Enhance data visualization,88->89->91,4.2
U0664,22,Prefer not to say,South Korea,Account Executive,3,Master's Degree,Korean,Reading,Enhance data visualization,88->85->81,4.25
U0665,27,Prefer not to say,Canada,Customer Success Manager,12,PhD,German,Interactive,Master programming,66->67->66,4.3
U0666,45,Female,Japan,Pre-Sales Consultant,14,High School,English,Reading,Master programming,73->75->70,3.53
U0667,34,Female,Germany,Account Manager,15,High School,French,Hands-on,Understand cybersecurity,87->84->84,3.03
U0668,40,Female,Japan,Account Executive,1,Bachelor's Degree,English,Interactive,Understand cybersecurity,53->48->43,4.93
U0669,25,Male,South Korea,Sales Representative,10,Master's Degree,English,Hands-on,Improve leadership skills,87->89->87,3.5
U0670,55,Non-binary,Germany,Customer Success Manager,2,Associate Degree,English,Interactive,Upskill in data science,53->58->61,4.35
U0671,52,Female,United Kingdom,Account Executive,9,Master's Degree,German,Video,Learn Agile methodologies,75->77->74,4.41
U0672,32,Female,United States,Sales Engineer,8,PhD,English,Hands-on,Enhance data visualization,90->88->93,4.22
U0673,46,Non-binary,Australia,Territory Sales Manager,2,PhD,Korean,Interactive,Improve leadership skills,83->86->83,3.63
U0674,28,Male,India,Customer Success Manager,2,PhD,French,Hands-on,Prepare for certification,57->59->60,3.54
U0675,24,Female,South Korea,Inside Sales Specialist,13,Bachelor's Degree,English,Hands-on,Explore machine learning,65->66->69,4.2
U0676,32,Non-binary,Japan,Territory Sales Manager,13,Master's Degree,Chinese,Reading,Upskill in data science,65->62->60,4.73
U0677,56,Male,Japan,Pre-Sales Consultant,5,Bachelor's Degree,Korean,Interactive,Understand cybersecurity,79->75->72,4.89
U0678,44,Female,Brazil,Account Executive,10,Associate Degree,Korean,Reading,Learn project management,89->90->89,3.21
U0679,36,Non-binary,France,Sales Manager,7,Master's Degree,French,Hands-on,Learn Agile methodologies,57->53->49,3.31
U0680,39,Female,United Kingdom,Sales Manager,8,High School,German,Video,Master programming,85->87->89,4.89
U0681,25,Non-binary,Australia,Territory Sales Manager,1,Master's Degree,French,Interactive,Enhance data visualization,83->85->89,4.47
U0682,23,Female,Australia,Account Executive,4,High School,French,Reading,Understand cybersecurity,65->67->64,4.77
U0683,27,Prefer not to say,Canada,Territory Sales Manager,12,Master's Degree,French,Video,Advance marketing knowledge,59->57->57,3.41
U0684,52,Non-binary,United States,Account Manager,0,Associate Degree,German,Reading,Master programming,89->93->97,4.18
U0685,51,Prefer not to say,United Kingdom,Sales Engineer,6,PhD,Spanish,Hands-on,Explore machine learning,70->70->66,4.4
U0686,56,Female,Germany,Sales Manager,8,High School,English,Video,Enhance data visualization,63->64->66,4.36
U0687,20,Female,France,Inside Sales Specialist,11,Master's Degree,French,Hands-on,Understand cybersecurity,56->52->49,3.82
U0688,43,Non-binary,Canada,Account Executive,0,High School,German,Video,Master programming,75->73->68,3.03
U0689,52,Female,Japan,Sales Engineer,8,PhD,Korean,Hands-on,Advance marketing knowledge,60->56->51,4.17
U0690,50,Female,United States,Sales Representative,14,Associate Degree,French,Hands-on,Master programming,68->71->71,3.51
U0691,29,Female,South Korea,Pre-Sales Consultant,0,High School,German,Hands-on,Upskill in data science,85->84->81,3.9
