course_id,course_title,difficulty,video_length_minutes,language,keywords,learning_objectives,topic,prerequisites,estimated_effort_hours_per_week,instructor_name,rating,release_date,number_of_modules,certification_available,format,interactivity_level,target_audience,accessibility_features
C0001,Introduction to Marketing,Advanced,100,Korean,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Customer Success,Familiarity with CRM tools,8,Instructor B,3.75,2019-05-03,5,TRUE,Blended,High,5-10 years,Transcripts
C0265,Advanced Data Science,Beginner,38,Korean,customer retention; relationship management; loyalty,Enhance presentation skills for persuasive product demonstrations.,Customer Relationship Management,None,8,Instructor V,3.11,2024-06-29,19,FALSE,Instructor-led,Low,0-1 years,Subtitles
C0266,Advanced Python,Advanced,155,English,sales analytics; forecasting; KPIs,Learn to build and manage customer relationships to drive retention.,Customer Relationship Management,Basic understanding of sales principles,2,Instructor T,4.63,2021-12-24,19,TRUE,Self-paced,Medium,3-5 years,Transcripts
C0267,Introduction to Blockchain,Beginner,89,German,customer retention; relationship management; loyalty,Enhance presentation skills for persuasive product demonstrations.,Negotiation,None,4,Instructor R,4.99,2023-08-28,6,FALSE,Instructor-led,High,0-1 years,Subtitles
C0268,Advanced SQL,Advanced,132,German,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Sales Analytics,Familiarity with CRM tools,7,Instructor L,4.54,2023-08-16,16,FALSE,Self-paced,High,3-5 years,Transcripts
C0269,Essentials of DevOps,Advanced,95,Spanish,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,B2B Sales,Experience in customer-facing roles,2,Instructor Q,4.7,2020-07-07,12,TRUE,Self-paced,Low,0-1 years,Subtitles
C0270,Essentials of Data Visualization,Advanced,172,German,B2B sales; account management; consultative selling,Learn to build and manage customer relationships to drive retention.,Lead Generation,Experience in customer-facing roles,4,Instructor E,3.9,2021-12-21,14,TRUE,Instructor-led,Medium,10+ years,None
C0271,Advanced Statistics,Advanced,49,French,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Lead Generation,Familiarity with CRM tools,6,Instructor B,4.91,2023-04-12,5,TRUE,Instructor-led,Medium,1-3 years,Subtitles
C0272,Essentials of Cybersecurity,Beginner,127,English,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,Sales Strategy,Basic understanding of sales principles,10,Instructor W,3.46,2021-06-23,7,TRUE,Blended,Medium,1-3 years,Subtitles
C0273,Mastering Cybersecurity,Intermediate,130,Korean,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,Sales Techniques,None,8,Instructor I,4.24,2019-12-15,15,FALSE,Self-paced,Low,1-3 years,Transcripts
C0274,Mastering Customer Service,Advanced,176,Korean,sales strategy; pipeline; closing,Enhance presentation skills for persuasive product demonstrations.,Sales Techniques,Familiarity with CRM tools,7,Instructor V,3.23,2020-01-02,6,FALSE,Instructor-led,Medium,3-5 years,Audio Descriptions
C0275,Essentials of Cloud Computing,Advanced,36,Spanish,sales strategy; pipeline; closing,Learn to build and manage customer relationships to drive retention.,Presentation Skills,None,5,Instructor G,4.04,2023-03-12,7,TRUE,Blended,Low,3-5 years,Transcripts
C0276,Introduction to Agile Development,Intermediate,58,Spanish,lead generation; CRM; prospecting,Improve sales closing skills and objection handling.,B2B Sales,Familiarity with CRM tools,10,Instructor G,4.04,2021-04-14,20,FALSE,Instructor-led,High,10+ years,Subtitles
C0277,Essentials of DevOps,Advanced,164,English,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Customer Relationship Management,Experience in customer-facing roles,6,Instructor B,4.1,2024-03-19,3,TRUE,Blended,Medium,5-10 years,Subtitles
C0278,Fundamentals of Python,Advanced,128,Korean,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Lead Generation,Basic understanding of sales principles,5,Instructor Q,4.75,2024-02-19,20,TRUE,Self-paced,High,0-1 years,Audio Descriptions
C0279,Mastering Customer Service,Advanced,70,English,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,Sales Analytics,Familiarity with CRM tools,6,Instructor Z,3.27,2019-09-11,11,FALSE,Blended,Medium,0-1 years,Transcripts
C0280,Mastering Artificial Intelligence,Advanced,65,English,sales strategy; pipeline; closing,Enhance presentation skills for persuasive product demonstrations.,Presentation Skills,Basic understanding of sales principles,4,Instructor N,4.51,2022-07-03,13,FALSE,Self-paced,Low,0-1 years,Transcripts
C0281,Fundamentals of Leadership,Advanced,164,Korean,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,Customer Success,None,10,Instructor X,4.41,2020-04-29,8,FALSE,Blended,Low,0-1 years,None
C0282,Fundamentals of Financial Analysis,Intermediate,100,Korean,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,Customer Relationship Management,None,6,Instructor T,3.27,2021-08-03,10,TRUE,Self-paced,Medium,3-5 years,None
C0283,Essentials of Leadership,Advanced,150,French,B2B sales; account management; consultative selling,Improve sales closing skills and objection handling.,B2B Sales,Experience in customer-facing roles,4,Instructor F,3.7,2021-03-02,10,TRUE,Self-paced,Medium,1-3 years,Transcripts
C0284,Advanced UX Design,Beginner,75,Chinese,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,B2B Sales,None,8,Instructor Y,3.78,2019-06-21,15,FALSE,Blended,High,5-10 years,Subtitles
C0285,Introduction to Blockchain,Intermediate,146,English,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,Customer Relationship Management,Familiarity with CRM tools,2,Instructor G,4.81,2022-04-07,17,FALSE,Instructor-led,Medium,10+ years,None
C0286,Essentials of Agile Development,Beginner,162,Korean,sales analytics; forecasting; KPIs,Improve sales closing skills and objection handling.,Sales Techniques,Experience in customer-facing roles,10,Instructor E,4.03,2023-05-30,16,FALSE,Self-paced,Low,5-10 years,Transcripts
C0287,Introduction to Digital Marketing,Intermediate,112,French,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Retail Sales,Familiarity with CRM tools,9,Instructor U,3.79,2023-01-26,5,FALSE,Blended,High,10+ years,None
C0288,Mastering Machine Learning,Beginner,73,Spanish,B2B sales; account management; consultative selling,Enhance presentation skills for persuasive product demonstrations.,Lead Generation,None,2,Instructor N,4.72,2022-06-15,12,FALSE,Blended,Low,10+ years,Transcripts
C0289,Introduction to UX Design,Advanced,94,English,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,Sales Analytics,Basic understanding of sales principles,9,Instructor H,3.29,2021-06-07,18,FALSE,Instructor-led,Low,3-5 years,Subtitles
C0290,Essentials of Cybersecurity,Intermediate,172,Korean,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Customer Success,None,4,Instructor B,3.98,2022-05-07,13,TRUE,Self-paced,Medium,5-10 years,Transcripts
C0291,Essentials of Agile Development,Advanced,176,German,lead generation; CRM; prospecting,Master lead generation techniques and pipeline management.,Negotiation,Basic understanding of sales principles,7,Instructor L,3.92,2023-04-02,5,FALSE,Self-paced,Medium,10+ years,Transcripts
C0292,Fundamentals of Marketing,Intermediate,164,Chinese,sales analytics; forecasting; KPIs,Improve sales closing skills and objection handling.,Sales Techniques,Familiarity with CRM tools,10,Instructor C,3.99,2024-06-04,12,FALSE,Instructor-led,Medium,5-10 years,Audio Descriptions
C0293,Essentials of Leadership,Advanced,157,German,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Retail Sales,Familiarity with CRM tools,6,Instructor G,4.27,2019-01-07,6,TRUE,Blended,Low,1-3 years,None
C0294,Introduction to Financial Analysis,Intermediate,119,German,sales strategy; pipeline; closing,Improve sales closing skills and objection handling.,Retail Sales,Familiarity with CRM tools,3,Instructor J,3.15,2022-05-14,19,FALSE,Self-paced,High,3-5 years,Audio Descriptions
C0295,Essentials of DevOps,Advanced,37,Korean,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Retail Sales,None,4,Instructor P,3.26,2020-09-28,17,FALSE,Instructor-led,High,10+ years,Audio Descriptions
C0296,Fundamentals of Statistics,Advanced,167,English,lead generation; CRM; prospecting,Master lead generation techniques and pipeline management.,Customer Relationship Management,None,2,Instructor K,3.28,2023-03-17,20,TRUE,Blended,Medium,0-1 years,Subtitles
C0297,Fundamentals of Agile Development,Advanced,38,Spanish,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,Retail Sales,None,6,Instructor G,3.36,2024-11-20,12,TRUE,Instructor-led,Low,5-10 years,Subtitles
C0298,Essentials of Digital Marketing,Beginner,153,German,sales analytics; forecasting; KPIs,Master lead generation techniques and pipeline management.,B2B Sales,Basic understanding of sales principles,4,Instructor Y,4.79,2020-02-07,19,TRUE,Blended,Low,5-10 years,None
C0299,Introduction to Blockchain,Beginner,109,English,sales analytics; forecasting; KPIs,Develop effective negotiation tactics and customer engagement strategies.,B2B Sales,Basic understanding of sales principles,10,Instructor Y,4.34,2022-07-03,3,FALSE,Self-paced,Medium,0-1 years,Transcripts
C0300,Fundamentals of Agile Development,Advanced,111,Chinese,lead generation; CRM; prospecting,Enhance presentation skills for persuasive product demonstrations.,Sales Techniques,Basic understanding of sales principles,3,Instructor A,3.38,2024-10-06,6,TRUE,Instructor-led,High,10+ years,Audio Descriptions
C0301,Fundamentals of Leadership,Advanced,92,Korean,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,Customer Success,None,4,Instructor A,3.34,2024-04-12,4,TRUE,Self-paced,Low,5-10 years,None
C0302,Essentials of SQL,Advanced,144,German,customer retention; relationship management; loyalty,Improve sales closing skills and objection handling.,Sales Strategy,Experience in customer-facing roles,4,Instructor C,3.35,2024-04-02,6,FALSE,Blended,High,1-3 years,None
C0303,Advanced Cybersecurity,Beginner,96,Spanish,sales; negotiation; customer engagement,Master lead generation techniques and pipeline management.,Sales Strategy,None,2,Instructor C,3.24,2024-04-30,6,FALSE,Instructor-led,Low,1-3 years,Audio Descriptions
C0304,Essentials of Software Testing,Beginner,160,English,B2B sales; account management; consultative selling,Improve sales closing skills and objection handling.,Sales Techniques,None,10,Instructor O,3.41,2023-06-30,16,TRUE,Self-paced,High,0-1 years,None
C0305,Introduction to DevOps,Intermediate,83,French,customer retention; relationship management; loyalty,Enhance presentation skills for persuasive product demonstrations.,B2B Sales,Basic understanding of sales principles,5,Instructor F,4.01,2019-11-16,18,TRUE,Blended,Medium,10+ years,Subtitles
C0306,Advanced Digital Marketing,Intermediate,133,English,sales; negotiation; customer engagement,Develop effective negotiation tactics and customer engagement strategies.,Sales Techniques,Basic understanding of sales principles,2,Instructor C,3.08,2021-06-10,7,TRUE,Blended,Low,5-10 years,Audio Descriptions
C0307,Essentials of DevOps,Advanced,144,Korean,sales analytics; forecasting; KPIs,Develop effective negotiation tactics and customer engagement strategies.,B2B Sales,Familiarity with CRM tools,7,Instructor C,4.26,2019-02-03,19,FALSE,Instructor-led,Low,0-1 years,Subtitles
C0308,Essentials of Python,Intermediate,58,Spanish,sales; negotiation; customer engagement,Master lead generation techniques and pipeline management.,Customer Relationship Management,None,7,Instructor W,4.75,2023-04-17,15,FALSE,Blended,Low,10+ years,None
C0309,Advanced Leadership,Advanced,128,Spanish,customer retention; relationship management; loyalty,Master lead generation techniques and pipeline management.,Lead Generation,None,3,Instructor U,3.12,2019-03-06,7,FALSE,Instructor-led,Low,0-1 years,Transcripts
C0310,Mastering Financial Analysis,Advanced,138,German,sales strategy; pipeline; closing,Enhance presentation skills for persuasive product demonstrations.,Sales Strategy,Basic understanding of sales principles,7,Instructor H,4.61,2021-01-31,16,TRUE,Instructor-led,High,5-10 years,Audio Descriptions
C0311,Essentials of Financial Analysis,Advanced,123,English,sales analytics; forecasting; KPIs,Learn to build and manage customer relationships to drive retention.,Negotiation,Familiarity with CRM tools,3,Instructor E,3.37,2024-11-26,11,FALSE,Self-paced,High,5-10 years,Subtitles
C0312,Mastering Cybersecurity,Advanced,49,French,sales; negotiation; customer engagement,Master lead generation techniques and pipeline management.,B2B Sales,Familiarity with CRM tools,9,Instructor Q,3.74,2024-04-05,13,FALSE,Instructor-led,Medium,1-3 years,Subtitles
C0313,Fundamentals of Software Testing,Advanced,174,Spanish,sales strategy; pipeline; closing,Enhance presentation skills for persuasive product demonstrations.,Sales Analytics,Basic understanding of sales principles,6,Instructor Z,4.24,2019-04-22,12,FALSE,Self-paced,High,10+ years,Audio Descriptions
C0314,Advanced Data Visualization,Advanced,101,Spanish,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Sales Techniques,Experience in customer-facing roles,9,Instructor L,3.93,2020-12-19,11,TRUE,Self-paced,High,3-5 years,Audio Descriptions
C0315,Advanced Project Management,Advanced,69,Chinese,sales analytics; forecasting; KPIs,Master lead generation techniques and pipeline management.,Presentation Skills,Familiarity with CRM tools,7,Instructor B,3.07,2021-12-18,6,TRUE,Instructor-led,Medium,5-10 years,Audio Descriptions
C0316,Essentials of Customer Service,Beginner,127,French,sales analytics; forecasting; KPIs,Master lead generation techniques and pipeline management.,Retail Sales,Familiarity with CRM tools,8,Instructor A,4.43,2022-03-28,17,FALSE,Instructor-led,High,10+ years,Subtitles
C0317,Fundamentals of Machine Learning,Intermediate,99,Spanish,customer retention; relationship management; loyalty,Learn to build and manage customer relationships to drive retention.,Customer Success,None,5,Instructor X,4.02,2021-03-09,19,FALSE,Blended,Low,3-5 years,Subtitles
C0318,Introduction to Python,Beginner,135,English,sales strategy; pipeline; closing,Understand sales analytics to make data-driven decisions.,Sales Techniques,Familiarity with CRM tools,6,Instructor I,3.21,2021-03-01,4,TRUE,Self-paced,Low,0-1 years,Transcripts
C0319,Introduction to Software Testing,Advanced,60,English,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Negotiation,Experience in customer-facing roles,4,Instructor I,4.07,2022-04-21,17,TRUE,Instructor-led,Medium,0-1 years,Audio Descriptions
C0320,Advanced Data Visualization,Beginner,100,English,customer retention; relationship management; loyalty,Learn to build and manage customer relationships to drive retention.,Sales Techniques,Experience in customer-facing roles,4,Instructor O,3.54,2019-10-12,18,TRUE,Instructor-led,Low,1-3 years,Subtitles
C0321,Essentials of Leadership,Intermediate,85,German,sales strategy; pipeline; closing,Understand sales analytics to make data-driven decisions.,Customer Success,Familiarity with CRM tools,3,Instructor C,3.04,2021-10-23,17,TRUE,Self-paced,High,5-10 years,Subtitles
C0322,Fundamentals of DevOps,Beginner,114,Chinese,sales strategy; pipeline; closing,Enhance presentation skills for persuasive product demonstrations.,Presentation Skills,Familiarity with CRM tools,3,Instructor R,3.42,2021-07-14,3,FALSE,Instructor-led,Low,3-5 years,Audio Descriptions
C0323,Fundamentals of Artificial Intelligence,Intermediate,44,French,sales strategy; pipeline; closing,Learn to build and manage customer relationships to drive retention.,Negotiation,None,9,Instructor Y,3.24,2022-04-02,9,TRUE,Self-paced,Medium,3-5 years,Audio Descriptions
C0324,Introduction to DevOps,Advanced,121,Chinese,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,Presentation Skills,Experience in customer-facing roles,2,Instructor X,4.19,2021-09-03,18,FALSE,Blended,High,3-5 years,None
C0325,Mastering Machine Learning,Beginner,39,Spanish,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Sales Analytics,Familiarity with CRM tools,10,Instructor O,4.58,2020-09-02,10,TRUE,Blended,Low,1-3 years,Subtitles
C0326,Essentials of Customer Service,Beginner,92,French,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,Lead Generation,Experience in customer-facing roles,3,Instructor O,3.17,2020-11-30,5,TRUE,Instructor-led,High,3-5 years,Transcripts
C0327,Advanced Project Management,Intermediate,116,French,sales strategy; pipeline; closing,Enhance presentation skills for persuasive product demonstrations.,Retail Sales,Familiarity with CRM tools,5,Instructor Y,4.17,2019-07-06,8,FALSE,Self-paced,Medium,1-3 years,None
C0328,Fundamentals of SQL,Advanced,72,Chinese,lead generation; CRM; prospecting,Improve sales closing skills and objection handling.,B2B Sales,None,2,Instructor P,3.86,2019-11-27,3,TRUE,Self-paced,High,1-3 years,Audio Descriptions
C0329,Mastering Financial Analysis,Advanced,62,Korean,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Presentation Skills,Experience in customer-facing roles,2,Instructor T,3.57,2021-01-07,18,TRUE,Instructor-led,Medium,5-10 years,Subtitles
C0330,Advanced Machine Learning,Beginner,60,German,sales; negotiation; customer engagement,Enhance presentation skills for persuasive product demonstrations.,Sales Strategy,Familiarity with CRM tools,2,Instructor G,4.29,2020-04-06,7,FALSE,Self-paced,Low,0-1 years,Subtitles
C0331,Fundamentals of Cloud Computing,Beginner,141,Spanish,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Sales Techniques,Basic understanding of sales principles,4,Instructor F,3.71,2019-04-30,18,TRUE,Self-paced,High,0-1 years,Audio Descriptions
C0332,Advanced Financial Analysis,Advanced,113,Korean,lead generation; CRM; prospecting,Improve sales closing skills and objection handling.,Sales Strategy,Basic understanding of sales principles,8,Instructor G,4.21,2023-03-19,10,TRUE,Blended,Medium,1-3 years,None
C0333,Advanced Leadership,Advanced,146,Korean,lead generation; CRM; prospecting,Develop effective negotiation tactics and customer engagement strategies.,B2B Sales,Familiarity with CRM tools,7,Instructor I,3.2,2021-04-08,13,TRUE,Blended,High,0-1 years,Audio Descriptions
C0334,Introduction to Leadership,Intermediate,147,Chinese,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Negotiation,Familiarity with CRM tools,4,Instructor S,3.49,2021-07-29,5,FALSE,Instructor-led,Low,1-3 years,None
C0335,Fundamentals of Digital Marketing,Beginner,139,French,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Lead Generation,Familiarity with CRM tools,4,Instructor S,3.37,2019-01-21,16,TRUE,Instructor-led,High,5-10 years,Subtitles
C0336,Essentials of Financial Analysis,Intermediate,152,French,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,B2B Sales,Familiarity with CRM tools,2,Instructor W,3.35,2023-07-24,9,TRUE,Instructor-led,Low,0-1 years,Subtitles
C0337,Fundamentals of Customer Service,Beginner,147,German,customer retention; relationship management; loyalty,Improve sales closing skills and objection handling.,B2B Sales,Experience in customer-facing roles,8,Instructor F,3.16,2023-02-26,17,TRUE,Self-paced,Medium,3-5 years,Subtitles
C0338,Mastering Agile Development,Intermediate,168,German,customer retention; relationship management; loyalty,Master lead generation techniques and pipeline management.,Customer Relationship Management,Familiarity with CRM tools,3,Instructor M,3.82,2023-02-06,17,TRUE,Instructor-led,Low,1-3 years,Subtitles
C0339,Advanced Machine Learning,Beginner,115,Korean,sales; negotiation; customer engagement,Enhance presentation skills for persuasive product demonstrations.,Negotiation,Basic understanding of sales principles,5,Instructor K,3.22,2022-12-15,11,FALSE,Self-paced,Low,10+ years,Audio Descriptions
C0340,Mastering Digital Marketing,Advanced,164,English,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Sales Techniques,None,9,Instructor C,4.94,2019-11-25,15,TRUE,Self-paced,Low,0-1 years,Audio Descriptions
C0341,Advanced Marketing,Intermediate,68,Korean,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,Sales Techniques,None,7,Instructor N,4.63,2023-12-24,3,FALSE,Self-paced,Low,1-3 years,Audio Descriptions
C0342,Essentials of Financial Analysis,Intermediate,113,Chinese,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,Sales Techniques,Familiarity with CRM tools,4,Instructor Z,3.34,2021-11-30,10,FALSE,Instructor-led,Low,10+ years,Audio Descriptions
C0343,Mastering Agile Development,Beginner,71,French,customer retention; relationship management; loyalty,Enhance presentation skills for persuasive product demonstrations.,Lead Generation,Experience in customer-facing roles,5,Instructor D,4.86,2019-06-18,13,TRUE,Instructor-led,Medium,3-5 years,Transcripts
C0344,Introduction to Machine Learning,Advanced,111,Spanish,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,B2B Sales,None,6,Instructor D,4.14,2019-04-13,15,FALSE,Instructor-led,Medium,0-1 years,Subtitles
C0345,Essentials of Machine Learning,Intermediate,105,Chinese,customer retention; relationship management; loyalty,Master lead generation techniques and pipeline management.,Customer Relationship Management,Experience in customer-facing roles,9,Instructor B,4.54,2020-07-25,20,TRUE,Self-paced,Medium,5-10 years,Transcripts
C0346,Fundamentals of Digital Marketing,Beginner,113,English,sales; negotiation; customer engagement,Enhance presentation skills for persuasive product demonstrations.,Sales Strategy,Familiarity with CRM tools,3,Instructor R,3.65,2023-12-30,5,FALSE,Instructor-led,Medium,1-3 years,Subtitles
C0347,Mastering Cloud Computing,Beginner,139,Spanish,sales strategy; pipeline; closing,Improve sales closing skills and objection handling.,Customer Success,Basic understanding of sales principles,6,Instructor O,4.02,2019-12-25,9,FALSE,Instructor-led,Medium,5-10 years,Transcripts
C0348,Mastering Financial Analysis,Beginner,180,German,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,Negotiation,None,7,Instructor C,3.23,2023-03-20,5,TRUE,Blended,Medium,1-3 years,Transcripts
C0349,Mastering Machine Learning,Advanced,175,Korean,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,Customer Success,Basic understanding of sales principles,6,Instructor S,3.58,2022-05-29,18,FALSE,Self-paced,Low,5-10 years,Audio Descriptions
C0350,Mastering Agile Development,Beginner,103,Chinese,customer retention; relationship management; loyalty,Learn to build and manage customer relationships to drive retention.,Sales Techniques,Experience in customer-facing roles,9,Instructor C,3.31,2023-01-21,18,FALSE,Blended,High,5-10 years,Subtitles
C0351,Essentials of Cloud Computing,Advanced,177,English,sales strategy; pipeline; closing,Improve sales closing skills and objection handling.,Presentation Skills,Familiarity with CRM tools,4,Instructor L,4.07,2020-10-30,4,FALSE,Instructor-led,High,3-5 years,Subtitles
C0352,Fundamentals of Agile Development,Advanced,49,German,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,Negotiation,Basic understanding of sales principles,6,Instructor I,3.67,2023-01-24,6,FALSE,Self-paced,Low,10+ years,Audio Descriptions
C0353,Mastering Cloud Computing,Intermediate,117,Korean,customer retention; relationship management; loyalty,Master lead generation techniques and pipeline management.,Sales Strategy,None,10,Instructor T,3.13,2024-11-23,20,TRUE,Instructor-led,Low,3-5 years,Transcripts
C0354,Mastering Python,Intermediate,109,French,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Sales Techniques,Basic understanding of sales principles,6,Instructor A,3.64,2020-04-30,10,TRUE,Self-paced,High,10+ years,Audio Descriptions
C0355,Advanced Leadership,Beginner,50,Chinese,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,Negotiation,Familiarity with CRM tools,2,Instructor G,3.51,2020-03-17,4,TRUE,Self-paced,Medium,10+ years,Subtitles
C0356,Introduction to Agile Development,Beginner,61,German,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Presentation Skills,Basic understanding of sales principles,4,Instructor X,4.52,2022-02-10,14,FALSE,Blended,High,0-1 years,Transcripts
C0357,Essentials of Blockchain,Beginner,55,German,customer retention; relationship management; loyalty,Master lead generation techniques and pipeline management.,Sales Strategy,None,2,Instructor X,3.94,2020-02-09,9,FALSE,Blended,High,3-5 years,None
C0358,Advanced Marketing,Intermediate,127,Chinese,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Sales Strategy,None,9,Instructor D,3.7,2024-10-29,7,FALSE,Blended,Medium,3-5 years,Subtitles
C0359,Fundamentals of Project Management,Intermediate,59,Chinese,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,Sales Strategy,Experience in customer-facing roles,8,Instructor J,4.66,2023-10-19,9,TRUE,Blended,Medium,1-3 years,Subtitles
C0360,Introduction to Customer Service,Intermediate,142,German,sales strategy; pipeline; closing,Learn to build and manage customer relationships to drive retention.,B2B Sales,None,3,Instructor X,3.25,2020-11-22,5,FALSE,Instructor-led,Low,3-5 years,None
C0361,Advanced Marketing,Intermediate,157,Spanish,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Customer Relationship Management,None,8,Instructor P,4.88,2024-09-25,11,TRUE,Self-paced,Low,0-1 years,None
C0362,Advanced Customer Service,Advanced,64,English,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,B2B Sales,Basic understanding of sales principles,8,Instructor T,3.13,2022-09-01,7,FALSE,Blended,Low,10+ years,None
C0363,Advanced Digital Marketing,Intermediate,157,Chinese,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Sales Strategy,Basic understanding of sales principles,8,Instructor D,4.15,2023-04-21,17,FALSE,Instructor-led,Medium,10+ years,Subtitles
C0364,Essentials of SQL,Advanced,107,French,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Negotiation,Basic understanding of sales principles,8,Instructor P,3.28,2020-03-24,18,FALSE,Blended,Low,0-1 years,Subtitles
C0365,Fundamentals of DevOps,Intermediate,126,German,sales; negotiation; customer engagement,Enhance presentation skills for persuasive product demonstrations.,Customer Success,Familiarity with CRM tools,2,Instructor E,3.4,2023-02-09,14,TRUE,Instructor-led,Medium,1-3 years,None
C0366,Fundamentals of Cloud Computing,Intermediate,119,English,lead generation; CRM; prospecting,Understand sales analytics to make data-driven decisions.,Presentation Skills,Familiarity with CRM tools,3,Instructor W,3.33,2019-09-26,12,TRUE,Self-paced,Low,3-5 years,Audio Descriptions
C0367,Mastering Data Science,Advanced,138,German,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Customer Success,Basic understanding of sales principles,2,Instructor K,4.33,2023-03-28,15,FALSE,Self-paced,Medium,5-10 years,Transcripts
C0368,Mastering Artificial Intelligence,Advanced,116,Korean,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,B2B Sales,Basic understanding of sales principles,3,Instructor R,3.72,2021-05-26,12,FALSE,Instructor-led,High,3-5 years,Transcripts
C0369,Introduction to Software Testing,Advanced,178,English,B2B sales; account management; consultative selling,Enhance presentation skills for persuasive product demonstrations.,Customer Relationship Management,Basic understanding of sales principles,5,Instructor L,3.78,2019-11-11,12,FALSE,Blended,High,3-5 years,Transcripts
C0370,Mastering Financial Analysis,Intermediate,161,Chinese,customer retention; relationship management; loyalty,Develop effective negotiation tactics and customer engagement strategies.,Customer Relationship Management,Familiarity with CRM tools,9,Instructor G,3.88,2024-03-29,11,FALSE,Blended,High,3-5 years,Transcripts
C0371,Mastering Cloud Computing,Beginner,91,Korean,lead generation; CRM; prospecting,Improve sales closing skills and objection handling.,B2B Sales,None,5,Instructor N,3.93,2021-12-29,12,TRUE,Blended,High,10+ years,None
C0372,Introduction to Cybersecurity,Beginner,79,English,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Negotiation,None,2,Instructor G,4.5,2020-10-14,11,TRUE,Instructor-led,Medium,0-1 years,Transcripts
C0373,Mastering Data Science,Beginner,44,English,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Sales Analytics,Familiarity with CRM tools,3,Instructor M,3.46,2020-07-29,10,TRUE,Blended,High,10+ years,Audio Descriptions
C0374,Introduction to Customer Service,Beginner,61,Spanish,sales strategy; pipeline; closing,Understand sales analytics to make data-driven decisions.,Sales Analytics,None,3,Instructor F,3.77,2021-05-26,11,FALSE,Instructor-led,High,5-10 years,None
C0375,Fundamentals of Machine Learning,Advanced,58,Spanish,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Negotiation,Basic understanding of sales principles,7,Instructor P,4.81,2023-02-15,12,TRUE,Blended,Low,0-1 years,Transcripts
